Identifier,Name,Height,Spread,Diameter,Maturity,Condition
00057392,Alder - Common,3,2,4,Juvenile,Good
00057393,Cherry - Double pint,4,2,5,Juvenile,Good
00057394,Hornbeam,2.5,1.5,4,Juvenile,Good
00057395,Hornbeam,3,1,4,Juvenile,Good
00057396,Hornbeam,3,1,4,Juvenile,Good
00057397,Stump,0,0,0,Not Applicable,Not applicable
00057398,Poplar -Black,0,0,0,Not Applicable,Not applicable
00057399,Aspen,3,2.5,4,Juvenile,Good
00057400,Aspen,3,2.5,4,Juvenile,Good
00057401,Aspen,3,2.5,4,Juvenile,Good
00057402,Aspen,3,2.5,4,Juvenile,Good
00057403,Larch - European,3,2,4,Juvenile,Good
00057404,Larch - European,3,2,4,Juvenile,Good
00057405,Horse chestnut - Indian,3,1.5,4,Juvenile,Good
00057406,Beech - Antarctic,0,0,0,Not Applicable,Not applicable
00057413,Elm - Lobel's,3,1.5,4,Juvenile,Good
00057414,Apple,4,3,8,Middle aged,Good
00057415,Plum,4,4,8,Middle aged,Good
00057416,Sycamore - Brillianissiumum,0,0,0,Not Applicable,Not applicable
00057417,Holly,5,4,12,Middle aged,Good
00057419,Lime - Silver,2.5,1.5,5,Juvenile,Good
00057420,Beech - Common,3,1.5,4,Juvenile,Good
00057421,Elder,3,2,20,Middle aged,Fair
00057423,Birch - Silver,0,0,0,Not Applicable,Not applicable
00057425,Mulberry - Black,0,0,0,Not Applicable,Not applicable
00057426,Tulip Tree,3,1,3,Juvenile,Good
00057427,Tulip Tree,0,1,3,Juvenile,Good
00057428,False Acacia,0,0,0,Not Applicable,Not applicable
00057429,Vacant Tree Pit,,,,,
00057432,Vacant Tree Pit,,,,,
00057433,Vacant Tree Pit,,,,,
00057436,Lime - Common,5,3,1,Middle aged,Good
00057437,Vacant Tree Pit,,,,,
00057438,Vacant Tree Pit,,,,,
00057439,Vacant Tree Pit,,,,,
00057442,Alder - Italian,18,3,21,Middle aged,Fair
00057443,Alder - Italian,5,3,0,Juvenile,Fair
00057444,Alder - Italian,18,5,43,Mature,Fair
00057445,Hornbeam,10,0,30,Mature,Fair
00057446,Hornbeam,5,0,18,Middle aged,Fair
00057448,Apple,1,0.5,5,Juvenile,Fair
00057449,Apple,1,0.5,5,Juvenile,Fair
00057450,Beech - Common,3,1.5,4,Juvenile,Good
00057451,Lime,20,0,60,Over Mature,Fair
00057452,Poplar - Lombardy,0,0,0,Not Applicable,Not applicable
00057454,Elder,4,4,18,Mature,Good
00057455,Whitebeam,2,1,6,Middle aged,Poor
00057456,Ash,12.4,6,21,Juvenile,Good
00057457,Sycamore,13,6,26,Middle aged,Good
00057458,Beech - Antarctic,2,2,5,Juvenile,Good
00057459,Sycamore,13,0,15,Juvenile,Fair
00057460,Sycamore,13,6,22,Juvenile,Good
00057461,Sycamore,13,6,16,Juvenile,Not applicable
00057462,Ash,13,6,20,Juvenile,Not applicable
00057463,Oak - Turkey,16,1,40,Middle aged,Good
00057464,Sycamore,12,3,1,Juvenile,Fair
00057465,Pine - Corsican,0,0,0,Not Applicable,Not applicable
00057466,Elder,5,4,18,Mature,Good
00057467,Pine - Corsican,2,2,5,Juvenile,Good
00057468,Blue Gum,5,2,8,Middle aged,Fair
00057469,Blue Gum,5,2,8,Middle aged,Fair
00057470,Pine - Australian,5,2,8,Middle aged,Fair
00057471,Blue Gum,5,2,8,Middle aged,Fair
00057472,Blue Gum,5,2,8,Middle aged,Fair
00057473,Maidenhair tree,2.5,1.5,5,Juvenile,Good
00057474,Holly,4,0,15,Middle aged,Fair
00057479,Sycamore,16,8,64,Mature,Fair
00057481,Hawthorn - Common,2,0,8,Juvenile,Poor
00057482,Hawthorn - Common,4,2,7,Juvenile,Fair
00057483,Hawthorn - Common,3,2,6,Juvenile,Fair
00057484,Hawthorn - Common,3,2,0,Juvenile,Fair
00057485,Hawthorn - Common,2,2,7,Juvenile,Fair
00057486,Cherry,7,2,16,Middle aged,Fair
00057487,Cherry,5,2.5,16,Middle aged,Fair
00057496,Cypress,4,2,9,Middle aged,Fair
00057497,Cypress,4,2,9,Middle aged,Fair
00057498,Ash,2,1,0,Not Applicable,Not applicable
00057500,Ash,15,6,19,Middle aged,Poor
00057501,Sycamore,13,10,45,Mature,Fair
00057502,Rowan,7,3,15,Middle aged,Poor
00057503,Sycamore,10,3,11,Not Applicable,Not applicable
00057504,Elder,6,5,16,Middle aged,Good
00057505,Elder,5,4,25,Mature,Fair
00057506,Cypress - Lawson,6,3,21,Middle aged,Good
00057507,Sweet Gum,0,0,0,Not Applicable,Not applicable
00057508,False Acacia,0,0,0,Not Applicable,Not applicable
00057509,Persian Ironwood,0,0,0,Not Applicable,Not applicable
00057510,Mulberry - Black,3,1,4,Juvenile,Good
00057511,Elder,5,3,8,Mature,Fair
00057512,Hawthorn - Common,0,0,0,Not Applicable,Not applicable
00057513,Apple,4,2,7,Juvenile,Fair
00057514,Aspen,3,2.5,4,Juvenile,Good
00057515,Zelkova - Japanese,3,2.5,4,Juvenile,Good
00057516,Elm - Lobel's,3,2,4,Juvenile,Good
00057517,Sycamore,5,0,14,Middle aged,Poor
00057527,Vacant Tree Pit,,,,,
00057528,"Cherry - Wild, Gean",4,1,10,Middle aged,Poor
00057529,Cherry,5,3,18,Not Applicable,Not applicable
00057530,Cherry,2,0,15,Juvenile,Dead
00057531,Pear,8,3,25,Mature,Fair
00057532,Pear,8,3,24,Mature,Poor
00057533,Larch - European,0,0,0,Not Applicable,Not applicable
00057534,Tulip Tree,0,0,0,Not Applicable,Not applicable
00057535,Tulip Tree,0,0,0,Not Applicable,Not applicable
00057536,Dogwood,0,0,0,Not Applicable,Not applicable
00057537,Hornbeam - European,0,0,0,Not Applicable,Not applicable
00057543,Plum,4,3,9,Juvenile,Good
00057544,Pear - Chanticclere,0,0,0,Not Applicable,Not applicable
00057545,Mulberry - White,0,0,0,Not Applicable,Not applicable
00057546,Beech - Common,9,5,14,Middle aged,Good
00057547,Pine - Corsican,0,0,0,Not Applicable,Not applicable
00057548,False Acacia,3,0,15,Juvenile,Fair
00057549,False Acacia,5,3,15,Middle aged,Fair
00057550,Vacant Tree Pit,,,,,
00057551,Vacant Tree Pit,,,,,
00057552,Pine - Scots,2.3,1.5,4,Juvenile,Good
00057553,Elder,4,2,1,Not Applicable,Dead
00057554,Vacant Tree Pit,,,,,
00057555,Pear,2,1.5,4,Juvenile,Good
00057556,Apple,2,1.5,4,Juvenile,Good
00057557,London plane,6,2,7,Juvenile,Good
00057558,London plane,6,2,7,Juvenile,Good
00057559,London plane,6,2,7,Juvenile,Good
00057560,London plane,6,2,7,Juvenile,Good
00057564,Tulip Tree,0,0,0,Not Applicable,Not applicable
00057565,Mulberry - White,0,0,0,Not Applicable,Not applicable
00057566,Hornbeam - Hop,0,0,0,Not Applicable,Not applicable
00057569,Cotoneaster,3,0,17,Not Applicable,Not applicable
00057571,Ash,8,2,10,Juvenile,Fair
00057574,Birch - Silver,3,2,3,Juvenile,Fair
00057575,Alder - Italian,10,5,23,Middle aged,Fair
00057576,Pine - Scots,0,0,0,Not Applicable,Not applicable
00057577,Pine - Scots,0,0,0,Not Applicable,Not applicable
00057578,Pine - Scots,0,0,0,Not Applicable,Not applicable
00057604,Tulip Tree,0,0,0,Not Applicable,Not applicable
00057605,Lime - Henry's,0,0,0,Not Applicable,Not applicable
00057606,Zelkova - Japanese,0,0,0,Not Applicable,Not applicable
00057607,Maple - Field,0,0,0,Not Applicable,Not applicable
00057608,London plane,0,0,0,Not Applicable,Not applicable
00057609,Vacant Tree Pit,,,,,
00057610,Vacant Tree Pit,,,,,
00057611,Vacant Tree Pit,,,,,
00057612,Apple,0,0,0,Not Applicable,Not applicable
00057613,Cherry,7,4,25,Middle aged,Not applicable
00057618,Beech - Purple,2,1.5,4,Juvenile,Good
00057622,Alder - Common,0,0,0,Not Applicable,Not applicable
00057623,Willow - White,0,0,0,Not Applicable,Not applicable
00057624,Pine - Scots,0,0,0,Not Applicable,Not applicable
00057625,Hornbeam,8,6,9,Middle aged,Fair
00057626,Vacant Tree Pit,,,,,
00057627,Dogwood,0,0,0,Not Applicable,Not applicable
00057628,Maidenhair tree,0,0,0,Not Applicable,Not applicable
00057629,Birch - Cut-leaved,3,1,2,Juvenile,Fair
00057630,Hawthorn - Common,4,2,3,Juvenile,Fair
00057631,Sycamore,6,4,11,Juvenile,Good
00057632,Apple - Crab,2.5,1.5,4,Juvenile,Good
00057634,Birch - Cut-leaved,3,2,5,Juvenile,Good
00057635,Birch - River,3,2.5,5,Juvenile,Good
00057636,Elm - Lobel's,3,1.5,4,Juvenile,Good
00057637,Beech - Common,2,1.5,4,Juvenile,Good
00057639,London plane,0,0,0,Not Applicable,Not applicable
00057640,Hornbeam,3,1.5,4,Juvenile,Good
00057641,Beech - Purple,2,1.5,4,Juvenile,Good
00057642,Hazel - Turkish,3,2.5,5,Juvenile,Good
00057643,Cherry - Rosebud,0,0,0,Not Applicable,Not applicable
00057644,Judas Tree,0,0,0,Not Applicable,Not applicable
00057645,Vacant Tree Pit,,,,,
00057647,Sycamore,12,4,0,Middle aged,Fair
00057648,Ash,5,3,0,Middle aged,Fair
00057649,Maple - Field,9,6,18,Middle aged,Fair
00057650,Juniper - Common,0,0,0,Not Applicable,Not applicable
00057652,June berry,2.5,1.5,4,Juvenile,Good
00057653,Cherry,7,3,16,Mature,Fair
00057674,Sycamore,7,4,15,Middle aged,Fair
00057675,Sycamore,18,6,26,Middle aged,Fair
00057676,Plum,7,4,19,Middle aged,Good
00057677,Cotoneaster,4,6,15,Mature,Fair
00057683,Elm - Dodoens,0,0,0,Not Applicable,Not applicable
00057684,Plum,6,2,12,Middle aged,Fair
00057685,Juniper - Common,0,0,0,Not Applicable,Not applicable
00057686,Sweet Gum,0,0,0,Not Applicable,Not applicable
00057687,Dogwood,0,0,0,Not Applicable,Not applicable
00057692,Elm,0,0,0,Not Applicable,Not applicable
00057693,Elm,0,0,0,Not Applicable,Not applicable
00057694,Cherry - Yoshino,0,0,0,Not Applicable,Not applicable
00057695,Tupelo,0,0,0,Not Applicable,Not applicable
00057696,Lime - Henry's,0,0,0,Not Applicable,Not applicable
00057697,Cypress - Lawson,10,3,30,Juvenile,Good
00057699,Apple - Crab,0,0,0,Not Applicable,Not applicable
00057700,Apple - Crab,0,0,0,Not Applicable,Not applicable
00057701,Persian Ironwood,0,0,0,Not Applicable,Not applicable
00057702,Larch - European,3,2,5,Juvenile,Good
00057703,Sweetgum - Gumball,0,0,0,Not Applicable,Not applicable
00057707,Maidenhair tree,0,0,0,Not Applicable,Not applicable
00057708,Birch - Cut-leaved,0,0,0,Not Applicable,Not applicable
00057709,June Berry,0,0,0,Not Applicable,Not applicable
00057712,Lime - Common,0,0,0,Not Applicable,Not applicable
00057713,Ash,6,2,10,Not Applicable,Not applicable
00057714,Ash,2,0.5,2,Not Applicable,Not applicable
00057716,Rowan,0,0,0,Not Applicable,Not applicable
00057717,Tupelo,0,0,0,Not Applicable,Not applicable
00057719,Maidenhair tree,3,1.5,4,Juvenile,Good
00057720,Sycamore,8,6,32,Middle aged,Poor
00057721,Sycamore,14,9,62,Mature,Fair
00057722,Cherry,5,2,21,Middle aged,Good
00057726,Cherry - Rosebud,0,0,0,Not Applicable,Not applicable
00057727,Persian Ironwood,0,0,0,Not Applicable,Not applicable
00057728,Cherry,0,0,0,Not Applicable,Not applicable
00057729,Birch - Chinese Red,0,0,0,Not Applicable,Not applicable
00057730,Ash,0,0,0,Not Applicable,Not applicable
00057731,Ash,10,0,0,Not Applicable,Not applicable
00057732,Ash,0,0,0,Not Applicable,Not applicable
00057733,Hazel - Turkish,0,0,0,Not Applicable,Not applicable
00057734,Laurel - Cherry,8,8,10,Middle aged,Fair
00057735,Elder,8,3,20,Mature,Fair
00057736,Laurel - Cherry,7,7,20,Middle aged,Fair
00057737,Laurel - Cherry,7,7,20,Middle aged,Fair
00057738,Laurel - Cherry,7,7,20,Middle aged,Fair
00057740,Ash,0,0,0,Not Applicable,Not applicable
00057748,Aspen,3,2,5,Juvenile,Good
00057749,Elm - English,4,3,13,Middle aged,Fair
00057750,Apple,5,4,13,Middle aged,Good
00057751,Ash,6,3,11,Middle aged,Fair
00057752,Ash,6,3,9,Middle aged,Fair
00057753,Maple - Red,4,2,6,Juvenile,Good
00057755,Elder,6,3,15,Not Applicable,Not applicable
00057761,Maple - Field,0,0,0,Not Applicable,Not applicable
00057762,Maple - Field,0,0,0,Not Applicable,Not applicable
00057763,Golden Rain Tree,0,0,0,Not Applicable,Not applicable
00057764,Holly,7,7,21,Middle aged,Good
00057767,June berry,0,0,0,Not Applicable,Not applicable
00057768,Hawthorn,0,0,0,Not Applicable,Not applicable
00057769,Hawthorn,0,0,0,Not Applicable,Not applicable
00057770,Sycamore,15,10,42,Over Mature,Fair
00057771,Cherry - Rosebud,5,4,11,Middle aged,Fair
00057773,Apple - Crab,0,0,0,Not Applicable,Not applicable
00057774,Ash,18,7,35,Mature,Fair
00057776,June Berry,0,0,0,Not Applicable,Not applicable
00057777,June Berry,0,0,0,Not Applicable,Not applicable
00057778,Apple - Crab,0,0,0,Not Applicable,Not applicable
00057779,Apple - Crab,0,0,0,Not Applicable,Not applicable
00057780,Hazel - Witch,0,0,0,Not Applicable,Not applicable
00057788,Cherry,4,4,8,Middle aged,Fair
00057789,Maple - Field,5,4,11,Middle aged,Good
00057790,Cherry,4,4,10,Middle aged,Fair
00057791,Maple - Field,0,0,0,Not Applicable,Not applicable
00057792,Maple - Field,0,0,0,Not Applicable,Not applicable
00057793,Cherry,2,0.5,3,Juvenile,Good
00057794,Golden Rain Tree,0,0,0,Not Applicable,Not applicable
00057795,Elm - Golden,0,0,0,Not Applicable,Not applicable
00057796,Elm - Golden,2,0.5,3,Not Applicable,Not applicable
00057797,Cherry,2,0.5,3,Juvenile,Good
00057798,Persian Ironwood,3,1,6,Not Applicable,Good
00057802,Hornbeam,0,0,0,Not Applicable,Not applicable
00057803,Ash,0,0,0,Not Applicable,Not applicable
00057804,June berry - Upright,0,0,0,Not Applicable,Not applicable
00057805,Maple - Field,0,0,0,Not Applicable,Not applicable
00057806,Rowan,0,0,0,Not Applicable,Not applicable
00057807,Red Robin,0,0,0,Not Applicable,Not applicable
00057808,Plum - Purple,6,4,8,Middle aged,Good
00057809,Persian Ironwood,0,0,0,Not Applicable,Not applicable
00057811,Maple - Japanese,0,0,0,Not Applicable,Not applicable
00057812,Redbud - Eastern,0,0,0,Not Applicable,Not applicable
00057813,Maple - Japanese,0,0,0,Not Applicable,Not applicable
00057814,Redbud - Eastern,0,0,0,Not Applicable,Not applicable
00057815,Vacant Tree Pit,,,,,
00057816,Sweet Gum,0,0,0,Not Applicable,Not applicable
00057817,Maple - Globosum Norway,2,1.5,4,Juvenile,Good
00057818,Maple - Norway,0,0,0,Not Applicable,Not applicable
00057819,Lime - Henry's,0,0,0,Not Applicable,Not applicable
00057820,Redbud - Eastern,0,0,0,Not Applicable,Not applicable
00057821,Persian Ironwood,0,0,0,Not Applicable,Not applicable
00057822,Golden Rain Tree,0,0,0,Not Applicable,Not applicable
00057823,Lime - Large-leaved,0,0,0,Not Applicable,Not applicable
00057824,Vacant Tree Pit,,,,,
00057826,Golden Rain Tree,0,0,0,Not Applicable,Not applicable
00057827,Rowan,3,2,5,Juvenile,Fair
00057830,Horse chestnut - Indian,0,0,0,Not Applicable,Not applicable
00057833,Rowan,2.5,1.5,4,Juvenile,Good
00057834,Maple - Field,5,2,7,Middle aged,Good
00057835,Cherry - Sargent's,0,0,0,Not Applicable,Not applicable
00057836,Rose of Sharon,0,0,0,Not Applicable,Not applicable
00057837,Sweetgum - Gumball,0,0,0,Not Applicable,Not applicable
00057838,Maple - Field,0,0,0,Not Applicable,Not applicable
00057839,Sweet Gum,5,4,8,Middle aged,Good
00057840,Hornbeam,3,1.5,4,Juvenile,Good
00057841,Hornbeam,3,1.5,4,Juvenile,Good
00057842,Hornbeam,3,1.5,4,Juvenile,Good
00057844,Magnolia,0,0,0,Not Applicable,Not applicable
00057845,Rowan,0,0,0,Not Applicable,Not applicable
00057846,Lime - Henry's,0,0,0,Not Applicable,Not applicable
00057848,Birch - Silver,4,1,3,Juvenile,Good
00057849,Birch - Silver,4,1,3,Juvenile,Good
00057850,Birch - Silver,4,1,3,Juvenile,Good
00057851,Hazel - Common,4,1,3,Juvenile,Good
00057852,Hornbeam,0,0,0,Not Applicable,Not applicable
00057853,Birch - Chinese Red,0,0,0,Not Applicable,Not applicable
00057854,Cherry - Rosebud,0,0,0,Not Applicable,Not applicable
00057855,Vacant Tree Pit,,,,,
00057856,Persian Ironwood,0,0,0,Not Applicable,Not applicable
00057857,Vacant Tree Pit,,,,,
00057858,June Berry,0,0,0,Not Applicable,Not applicable
00057859,Redbud - Eastern,0,0,0,Not Applicable,Not applicable
00057860,Dogwood,0,0,0,Not Applicable,Not applicable
00057861,Dogwood,0,0,0,Not Applicable,Not applicable
00057862,Elm - Dutch,12,7,31,Middle aged,Good
00057867,Cherry - Double pint,7,4,19,Not Applicable,Not applicable
00057868,Plum,6,2,0,Not Applicable,Not applicable
00057869,Palm - Date,5,0,0,Not Applicable,Not applicable
00057870,Apple,5,4,0,Not Applicable,Not applicable
00057871,Birch - Chinese Red,0,0,0,Not Applicable,Not applicable
00057872,Crape myrtle,0,0,0,Not Applicable,Not applicable
00057873,Horse Chestnut,5,0,10,Not Applicable,Not applicable
00057874,June berry,0,0,0,Not Applicable,Not applicable
00057875,Dogwood,3,1.5,4,Juvenile,Good
00057876,Apple - Crab,0,0,0,Not Applicable,Not applicable
00057877,Elm - Dutch,0,0,0,Not Applicable,Not applicable
00057878,Redbud - Eastern,0,0,0,Not Applicable,Not applicable
00057879,Dogwood,0,0,0,Not Applicable,Not applicable
00057880,Maple - Norway,0,0,0,Not Applicable,Not applicable
00057881,Dogwood,0,0,0,Not Applicable,Not applicable
00057882,Sycamore,3,0,0,Not Applicable,Not applicable
00057884,Walnut - Black,0,0,0,Not Applicable,Not applicable
00057885,Birch - Silver,3,1.5,4,Juvenile,Good
00057886,Elder,6,3,0,Not Applicable,Not applicable
00057887,Apple - Crab,0,0,0,Not Applicable,Not applicable
00057889,Hazel - Turkish,0,0,0,Not Applicable,Not applicable
00057890,Elder,6,3,0,Not Applicable,Not applicable
00057891,Birch - Silver,0,0,0,Not Applicable,Not applicable
00057892,Birch - Cut-leaved,0,0,0,Not Applicable,Not applicable
00057893,Sweetgum - Gumball,0,0,0,Not Applicable,Not applicable
00057894,Maple - Field,0,0,0,Not Applicable,Not applicable
00057895,Persian Ironwood,0,0,0,Not Applicable,Not applicable
00057897,Horse chestnut - Indian,0,0,0,Not Applicable,Not applicable
00057899,Hazel - Witch,0,0,0,Not Applicable,Not applicable
00057900,Hazel - Witch,0,0,0,Not Applicable,Not applicable
00057901,Red Robin,0,0,0,Not Applicable,Not applicable
00057902,June Berry,0,0,0,Not Applicable,Not applicable
00057903,Judas Tree,0,0,0,Not Applicable,Not applicable
00057904,Persian Ironwood,0,0,0,Not Applicable,Not applicable
00057905,Persian Ironwood,0,0,0,Not Applicable,Not applicable
00057907,Hornbeam - European,0,0,0,Not Applicable,Not applicable
00057908,Willow - Goat,0,0,0,Not Applicable,Not applicable
00057909,Medlar - Common,0,0,0,Not Applicable,Not applicable
00057913,Alder - Blue,2.5,1.5,5,Juvenile,Good
00057915,Pine - Corsican,0,0,0,Not Applicable,Not applicable
00057916,Mulberry - Black,0,0,0,Not Applicable,Not applicable
00057917,Mulberry - White,0,0,0,Not Applicable,Not applicable
00057919,Medlar - Common,0,0,0,Not Applicable,Not applicable
00057920,Maple - Field,0,0,0,Not Applicable,Not applicable
00057921,June Berry,0,0,0,Not Applicable,Not applicable
00057922,Redbud - Eastern,0,0,0,Not Applicable,Not applicable
00057925,Hornbeam,0,0,0,Not Applicable,Not applicable
00057926,Hornbeam,0,0,0,Not Applicable,Not applicable
00057927,Vacant Tree Pit,,,,,
00057928,False Acacia,10,0,15,Not Applicable,Not applicable
00057930,London plane,0,0,0,Not Applicable,Not applicable
00057931,Tulip Tree,0,0,0,Not Applicable,Not applicable
00057939,Maple - Red,4,2,6,Juvenile,Good
00057940,Tulip Tree,9,5,31,Middle aged,Good
00057941,Birch - Cut-leaved,0,0,0,Not Applicable,Not applicable
00057942,Birch - Cut-leaved,0,0,0,Not Applicable,Not applicable
00057943,Birch - Chinese Red,0,0,0,Not Applicable,Not applicable
00057944,Rose of Sharon,0,0,0,Not Applicable,Not applicable
00057947,Rowan,0,0,0,Not Applicable,Not applicable
00057948,June berry,0,0,0,Not Applicable,Not applicable
00057949,Maple - Field,0,0,0,Not Applicable,Not applicable
00057950,Rowan,0,0,0,Not Applicable,Not applicable
00057951,Rose of Sharon,0,0,0,Not Applicable,Not applicable
00057952,Maple - Red,0,0,0,Not Applicable,Not applicable
00057953,Crape myrtle,0,0,0,Not Applicable,Not applicable
00057956,June Berry,0,0,0,Not Applicable,Not applicable
00057957,June Berry,0,0,0,Not Applicable,Not applicable
00057958,June Berry,0,0,0,Not Applicable,Not applicable
00057959,June Berry,0,0,0,Not Applicable,Not applicable
00057960,June Berry,0,0,0,Not Applicable,Not applicable
00057961,Zelkova - Japanese,0,0,0,Not Applicable,Not applicable
00057962,Zelkova - Japanese,0,0,0,Not Applicable,Not applicable
00057963,Ash,0,0,0,Not Applicable,Not applicable
00057964,Ash,0,0,0,Not Applicable,Not applicable
00057965,June berry,0,0,0,Not Applicable,Not applicable
00057966,Apple - Crab,2.5,1.5,4,Juvenile,Good
00057967,Willow - White,3,2,4,Juvenile,Good
00057968,June berry,0,0,0,Not Applicable,Not applicable
00057971,Dogwood,0,0,0,Not Applicable,Not applicable
00057972,Sweet Gum,0,0,0,Not Applicable,Not applicable
00057975,Golden Rain Tree,0,0,0,Not Applicable,Not applicable
00057976,Hornbeam - European,0,0,0,Not Applicable,Not applicable
00057977,Sycamore - Brillianissiumum,0,0,0,Not Applicable,Not applicable
00057978,Stump,0,0,0,Not Applicable,Not applicable
00057979,Maple - Japanese,0,0,0,Not Applicable,Not applicable
00057981,Maple - Norway,6,3,13,Juvenile,Fair
00057982,June Berry,0,0,0,Not Applicable,Not applicable
00057983,European nettle,0,0,0,Not Applicable,Not applicable
00057986,Plum - Common,0,0,0,Not Applicable,Not applicable
00057987,Dogwood - Chinese,0,0,0,Not Applicable,Not applicable
00057988,Magnolia,2,1.5,4,Juvenile,Good
00057989,Caucasian wingnut,2.5,1.5,4,Juvenile,Good
00057991,"Cherry - Wild, Gean",3,1.5,4,Juvenile,Good
00057992,Vacant Tree Pit,,,,,
00057993,Horse chestnut - Indian,0,0,0,Not Applicable,Not applicable
00057994,Willow - Goat,0,0,0,Not Applicable,Not applicable
00057995,Vacant Tree Pit,,,,,
00057999,Holly,6,5,30,Mature,Good
00058000,Yew - common,6,5,22,Juvenile,Good
00058001,Elder,6,4,15,Mature,Poor
00058002,Elder,4,4,15,Mature,Fair
00058003,Lime - Common,3,1.5,4,Juvenile,Good
00058004,Lime - Common,3,1.5,4,Juvenile,Good
00058005,Lime - Common,3,1.5,4,Juvenile,Good
00058006,Lime - Common,3,1.5,4,Juvenile,Good
00058007,Persian Ironwood,0,0,0,Not Applicable,Not applicable
00058008,London plane,0,0,0,Not Applicable,Not applicable
00058009,Beech - Antarctic,0,0,0,Not Applicable,Not applicable
00058010,London plane,0,0,0,Not Applicable,Not applicable
00058011,Hornbeam - European,0,0,0,Not Applicable,Not applicable
00058013,Golden Rain Tree,0,0,0,Not Applicable,Not applicable
00058014,Ash,6,3,15,Not Applicable,Not applicable
00058015,Sycamore,7,5,15,Not Applicable,Not applicable
00058016,Ash,6,1,10,Not Applicable,Not applicable
00058017,Bay tree,5,1,6,Not Applicable,Not applicable
00058018,Ash,6,1,10,Not Applicable,Not applicable
00058019,Yew - common,6,5,25,Middle aged,Good
00058020,Ash,8,3,15,Not Applicable,Not applicable
00058021,Maidenhair tree,0,0,0,Not Applicable,Not applicable
00058022,Elm - English,8,3,1,Juvenile,Dead
00058023,Elm - Smoothleaf,6,4,12,Middle aged,Good
00058024,Monkey Puzzle,19,8,62,Mature,Good
00058025,Elm - Dutch,0,0,0,Not Applicable,Not applicable
00058026,Maple - Japanese,0,0,0,Not Applicable,Not applicable
00058027,Horse chestnut - Indian,0,0,0,Not Applicable,Not applicable
00058028,Holly,4,3,15,Middle aged,Fair
00058029,Holly,5,3,17,Juvenile,Good
00058030,Holly,5,3,17,Juvenile,Good
00058031,Maple - Norway,0,0,0,Not Applicable,Not applicable
00058032,Redbud - Eastern,0,0,0,Not Applicable,Not applicable
00058039,Vacant Tree Pit,,,,,
00058040,Maple - Field,5,1,9,Middle aged,Good
00058041,Maple - Field,5,2,10,Middle aged,Good
00058042,Vacant Tree Pit,,,,,
00058043,Vacant Tree Pit,,,,,
00058044,Vacant Tree Pit,,,,,
00058045,Vacant Tree Pit,,,,,
00058046,Vacant Tree Pit,,,,,
00058047,Vacant Tree Pit,,,,,
00058048,Vacant Tree Pit,,,,,
00058049,Vacant Tree Pit,,,,,
00058050,Vacant Tree Pit,,,,,
00058051,Sweet Gum,0,0,0,Not Applicable,Not applicable
00058052,Cherry,0,0,0,Not Applicable,Not applicable
00058053,Crape myrtle,0,0,0,Not Applicable,Not applicable
