Identifier,Name,Height,Spread,Diameter,Maturity,Condition
00056601,False Acacia,3,1.5,4,Juvenile,Good
00056602,Maidenhair tree,3,1,4,Juvenile,Good
00056603,Maidenhair tree,3,1,4,Juvenile,Good
00056604,Tulip Tree,3,2,4,Juvenile,Good
00056605,Maidenhair tree,3,1,4,Juvenile,Good
00056606,Maidenhair tree,3,1,4,Juvenile,Good
00056607,Cypress,6,2,0,Not Applicable,Not applicable
00056608,Plane - Oriental,3,2,5,Juvenile,Good
00056609,Sycamore,15,7,50,Middle aged,Fair
00056610,Hawthorn,10,7,28,Middle aged,Fair
00056611,Ash,15,7,30,Middle aged,Fair
00056613,Cypress,6,2,0,Not Applicable,Not applicable
00056616,Maple - Norway,4,3,6,Middle aged,Good
00056618,Hazel - Turkish,2.5,1.5,5,Juvenile,Good
00056619,Rowan - Cut leaved,2.5,1.5,4,Juvenile,Good
00056620,Lime - Small-leaved,4,2,5,Juvenile,Good
00056628,Hazel - Turkish,2,1,4,Juvenile,Good
00056629,Golden Rain Tree,2,1.5,4,Juvenile,Good
00056635,Cypress - Lawson,4,4,16,Middle aged,Fair
00056637,Hawthorn,2,1.5,4,Juvenile,Good
00056638,Hawthorn,2,1.5,4,Juvenile,Good
00056639,Weeping silver birch,2.5,1,5,Juvenile,Good
00056640,Weeping silver birch,2.5,1,4,Juvenile,Good
00056641,Birch - Chinese Red,2.5,1,4,Juvenile,Good
00056643,Birch - Silver,4,1,4,Juvenile,Good
00056644,Birch - Himalayan,5,1,4,Juvenile,Good
00056645,Birch - Chinese Red,2.5,2,4,Juvenile,Good
00056646,London plane,6,2,5,Juvenile,Good
00056647,Lime - American,3,2,4,Juvenile,Good
00056648,June Berry,2,1.5,4,Juvenile,Good
00056649,June Berry,3,1.5,4,Juvenile,Good
00056650,Birch - Silver,3,1,5,Juvenile,Good
00056651,Cherry - Rosebud,3,1,5,Not Applicable,Good
00056652,Tulip Tree,3,1,3,Juvenile,Good
00056653,Tulip Tree,3,1,3,Juvenile,Good
00056654,Tulip Tree,3,1,3,Juvenile,Good
00056655,Tulip Tree,3,1,3,Juvenile,Good
00056656,Tulip Tree,3,1,3,Not Applicable,Good
00056657,Tulip Tree,3,1,3,Juvenile,Good
00056659,Golden Rain Tree,3,2,5,Juvenile,Good
00056660,June Berry,3,1,4,Juvenile,Good
00056662,Hornbeam,3,2,4,Juvenile,Good
00056663,Dogwood,2,1.5,4,Juvenile,Good
00056665,Red Robin,3,1,3,Juvenile,Good
00056666,Hazel - Witch,1.8,1,4,Juvenile,Good
00056667,Rowan,2.5,1.5,4,Juvenile,Good
00056668,Rowan,2.5,1.5,4,Juvenile,Good
00056670,Plane - Oriental,0,0,0,Not Applicable,Not applicable
00056671,Dogwood,2,1.5,4,Juvenile,Good
00056673,Cypress,6,2,0,Not Applicable,Not applicable
00056674,Cypress,7,1,0,Not Applicable,Not applicable
00056675,Vacant Tree Pit,,,,,
00056680,Maple - Norway,9,3,21,Middle aged,Good
00056682,Redbud - Eastern,2,1.8,4,Juvenile,Good
00056683,Pine - Scots,2,2,4,Juvenile,Good
00056684,Rowan,2.5,1.5,5,Juvenile,Good
00056685,Rowan,2.5,2,4,Juvenile,Good
00056687,Rowan,2.5,2,4,Juvenile,Good
00056688,Birch - Silver,5,1,4,Juvenile,Good
00056689,Oak - Scarlet,3,2,5,Juvenile,Good
00056690,Golden Rain Tree,0,0,0,Not Applicable,Not applicable
00056691,Apple - Crab,3,1,4,Not Applicable,Good
00056692,Beech - Antarctic,2,1,4,Juvenile,Good
00056693,June berry,3,1.5,4,Juvenile,Good
00056694,Maple - Field,8,5,15,Juvenile,Fair
00056695,Cherry,2,1,4,Juvenile,Good
00056696,Plane - Oriental,3,2,4,Juvenile,Good
00056697,Golden Rain Tree,0,0,0,Not Applicable,Not applicable
00056698,Pear,5,3,15,Middle aged,Fair
00056699,Apple,2,1,4,Juvenile,Good
00056700,Caucasian wingnut,3,2,5,Juvenile,Good
00056701,Magnolia,3,1.5,5,Juvenile,Good
00056703,Birch - Himalayan,4,2,5,Juvenile,Good
00056704,Birch - Silver,3,1,4,Juvenile,Good
00056708,Rowan - Cut leaved,3,1,4,Juvenile,Good
00056709,"Rowan, Mountain Ash",2,2,4,Juvenile,Good
00056710,Hazel - Witch,2.3,1,4,Juvenile,Good
00056711,Alder - Grey,3,2,5,Juvenile,Dead
00056712,Hornbeam,3,1,5,Juvenile,Good
00056725,False Acacia,3,2,5,Juvenile,Good
00056726,Ash,6,3,0,Not Applicable,Not applicable
00056727,Ash,6,3,14,Middle aged,Good
00056728,Ash,5,2,14,Middle aged,Fair
00056729,Birch - Silver,10,3,0,Mature,Not applicable
00056730,Alder - Common,3,2,5,Juvenile,Good
00056732,Alder - Common,3,2,5,Juvenile,Good
00056733,Rowan,3,2,4,Juvenile,Good
00056734,Hornbeam - Japanese,3,2,4,Juvenile,Good
00056737,Sweet Gum,5,2,7,Juvenile,Good
00056738,Tulip Tree,5,3,8,Juvenile,Good
00056739,London plane,6,4,7,Juvenile,Fair
00056740,London plane,6,4,7,Juvenile,Good
00056742,Birch - Silver,3,1,5,Juvenile,Good
00056743,Birch - Silver,3,2,5,Juvenile,Good
00056744,Mountain-ash,5,2,5,Juvenile,Good
00056745,Plane - Oriental,3,2,5,Juvenile,Good
00056746,Maidenhair tree,2,1,4,Juvenile,Good
00056748,Rowan - Yellow berried,6,3,5,Juvenile,Good
00056749,June Berry,2,1,4,Juvenile,Good
00056754,Maple - Field,3,2,5,Juvenile,Good
00056755,Mulberry - Paper,0,0,0,Not Applicable,Not applicable
00056756,Mulberry - Paper,0,0,0,Not Applicable,Not applicable
00056757,Mulberry - Paper,0,0,0,Not Applicable,Not applicable
00056760,Sycamore - Brillianissiumum,2,2,4,Juvenile,Good
00056761,Pine - Scots,2,2.5,6,Juvenile,Good
00056762,Pine - Scots,2,2.5,6,Juvenile,Good
00056773,Tulip Tree,3,2,4,Juvenile,Good
00056774,Whitebeam,3,2,4,Juvenile,Good
00056777,Birch - Silver,3,2,5,Juvenile,Good
00056778,Ash,6,2,10,Juvenile,Good
00056779,Hornbeam,2,1,6,Juvenile,Fair
00056780,Viburnum - Mapleleaf,,,,,Not applicable
00056781,Maidenhair tree,3,1,4,Juvenile,Good
00056783,Alder - Blue,3,1.5,4,Juvenile,Good
00056786,Willow - Corkscrew,3,2,4,Juvenile,Good
00056787,Loquat,3,2,8,Middle aged,Good
00056789,Maple - Field,3,1,5,Juvenile,Good
00056790,Sycamore - Brillianissiumum,2,1,5,Juvenile,Good
00056792,Pear,2.5,1.5,4,Juvenile,Good
00056793,Pine - Corsican,2,1.5,5,Juvenile,Good
00056794,Hazel - Turkish,2.5,1,5,Juvenile,Good
00056795,Strawberry tree,2,1,5,Juvenile,Good
00056796,Hazel - Turkish,2.5,1.5,4,Juvenile,Good
00056797,"Cherry - Wild, Gean",3,3,10,Juvenile,Not applicable
00056798,"Cherry - Wild, Gean",3,3,10,Juvenile,Fair
00056799,Plum - Common,3,3,12,Middle aged,Good
00056800,Sycamore,6,0,10,Juvenile,Fair
00056801,Ash,6,2,6,Not Applicable,Not applicable
00056803,Cedar - White,5,1,0,Juvenile,Good
00056804,Birch - Silver,8,2,12,Juvenile,Good
00056806,Red Robin,1.5,1,4,Juvenile,Good
00056807,Golden Rain Tree,4,2,6,Juvenile,Good
00056808,Elder,6,5,15,Mature,Fair
00056809,Elder,0,0,0,Not Applicable,Not applicable
00056810,Cypress - Lawson,4,1,12,Juvenile,Fair
00056811,Cypress - Lawson,6,0,15,Juvenile,Fair
00056812,Ash,0,0,0,Middle aged,Not applicable
00056813,Hornbeam - European,3,1.5,5,Juvenile,Good
00056814,Maple - Red,2,1,4,Juvenile,Dead
00056815,Hornbeam,3,1,4,Juvenile,Good
00056816,Magnolia,2,1,4,Juvenile,Good
00056817,Plum,5,3,8,Middle aged,Good
00056820,Hazel - Turkish,2.5,1.5,4,Juvenile,Good
00056821,Maple - Freeman's,2.5,1.5,4,Juvenile,Good
00056824,"Cherry - Wild, Gean",3,2,4,Juvenile,Good
00056825,Sycamore,0,0,0,Not Applicable,Not applicable
00056826,Japanese zelkova,2,1.5,4,Juvenile,Good
00056827,Holly,2,1,5,Juvenile,Good
00056828,Tulip Tree,0,0,0,Not Applicable,Not applicable
00056829,Maidenhair tree,3,1.5,5,Juvenile,Good
00056830,Pear,2.5,1.5,4,Juvenile,Good
00056831,Maple - Red,2.5,1.5,4,Juvenile,Good
00056834,Plum,5,4,7,Middle aged,Fair
00056835,Birch - River,3,1,4,Juvenile,Good
00056837,Sycamore,0,0,0,Not Applicable,Not applicable
00056838,Plum - Common,4,3,15,Middle aged,Fair
00056839,Walnut,2.5,1.5,5,Juvenile,Good
00056840,Elder,6,7,15,Mature,Good
00056846,Elm - Dutch,3,2,4,Juvenile,Good
00056847,Magnolia,2,1.5,4,Juvenile,Good
00056848,Sweet Gum,2.5,1.5,4,Juvenile,Good
00056849,Birch - River,3,2.5,6,Juvenile,Good
00056853,Poplar -Black,3,2,5,Juvenile,Good
00056854,Willow - Weeping,3,5,18,Middle aged,Fair
00056855,Willow - Weeping,4,5,18,Middle aged,Fair
00056856,Willow - Kilmarnock,5,3,20,Middle aged,Fair
00056857,Willow - Kilmarnock,5,5,22,Middle aged,Fair
00056858,Maidenhair tree,3,1,4,Juvenile,Good
00056859,Poplar - Silver,8,9,22,Middle aged,Fair
00056860,Apple,6,3,18,Middle aged,Fair
00056861,Maidenhair tree,4,3,6,Juvenile,Good
00056864,Flannel Bush,1.8,1.5,4,Juvenile,Good
00056865,Maidenhair tree,3,1.5,4,Juvenile,Good
00056868,Dogwood,2,1,4,Juvenile,Good
00056869,Birch - Silver,12,7,45,Mature,Fair
00056870,Maple - Crimson King Norway,10,6,30,Middle aged,Fair
00056871,Maple - Crimson King Norway,12,6,30,Middle aged,Fair
00056872,Laurel - Portugese,5,5,21,Middle aged,Fair
00056873,Willow - Goat,4,7,21,Middle aged,Fair
00056874,Vacant Tree Pit,,,,,
00056875,Elm,3,2,4,Juvenile,Good
00056876,Elm,3,2,4,Juvenile,Good
00056877,Willow - White,3,2,4,Juvenile,Good
00056878,Elder,4,6,19,Mature,Fair
00056879,Walnut,3,2,5,Juvenile,Good
00056880,Pecan,3,2,5,Juvenile,Good
00056881,Hornbeam - Hop,2.5,1,4,Juvenile,Good
00056882,Hornbeam - Hop,2,1,4,Juvenile,Good
00056886,Elder,5,4,9,Mature,Good
00056887,Willow - Goat,3,2,5,Juvenile,Good
00056888,Aspen,3,2,4,Juvenile,Good
00056889,"Oak - Common, Pedunculate",2,1,4,Juvenile,Good
00056890,Sweet Gum,3,2,4,Juvenile,Good
00056891,Walnut,3,2,4,Juvenile,Good
00056892,Hazel - Turkish,2,1,4,Juvenile,Good
00056893,Oak - Cork,2,1,4,Juvenile,Good
00056894,Elder,10,3,0,Middle aged,Fair
00056895,Ash,0,0,0,Not Applicable,Not applicable
00056897,Hornbeam,2.5,1.5,4,Juvenile,Good
00056898,Cedar - Atlas,2,1.5,4,Juvenile,Good
00056899,Cherry,5,4,12,Juvenile,Good
00056900,Magnolia,6,6,20,Middle aged,Good
00056901,Hazel - Turkish,2,1,4,Juvenile,Good
00056902,Hazel - Turkish,2,1,4,Juvenile,Good
00056903,Ash,15,10,26,Middle aged,Good
00056904,Apple - Crab,2,1,4,Juvenile,Good
00056905,Apple - Crab,2,1,4,Juvenile,Good
00056906,Apple - Crab,2,1,4,Juvenile,Good
00056907,Cedar - Western Red,2,1.5,5,Juvenile,Good
00056908,Horse chestnut - Indian,3,2,5,Juvenile,Good
00056909,Maidenhair tree,2,1,4,Juvenile,Good
00056910,Cedar - Western Red,2,1.5,4,Juvenile,Good
00056911,Willow - Goat,8,8,30,Not Applicable,Not applicable
00056912,Beech - Common,2,1,4,Juvenile,Good
00056913,"Cherry - Wild, Gean",3,0,6,Not Applicable,Not applicable
00056914,"Cherry - Wild, Gean",3,1,6,Juvenile,Fair
00056915,Tree of Heaven,10,6,17,Not Applicable,Fair
00056916,Redbud - Eastern,2,1.5,4,Juvenile,Good
00056917,Hawthorn - Common,5,2,4,Middle aged,Good
00056918,Ash,6,2,10,Not Applicable,Not applicable
00056919,Larch - European,2,1,4,Juvenile,Good
00056920,Sycamore - Brillianissiumum,0,0,0,Not Applicable,Not applicable
00056921,Tulip Tree,3,2,5,Juvenile,Good
00056922,Magnolia,2,1,4,Juvenile,Dead
00056923,Cherry,3,2,5,Juvenile,Fair
00056924,Sycamore,7,6,12,Juvenile,Fair
00056925,Sycamore,8,8,18,Juvenile,Fair
00056926,Dogwood,2,1,4,Juvenile,Good
00056927,Beech - Common,2.5,1.5,4,Juvenile,Good
00056928,Persian Ironwood,0,0,0,Not Applicable,Not applicable
00056929,Whitebeam - Swedish,6,4,15,Juvenile,Fair
00056930,Beech - Antarctic,2,1,4,Juvenile,Dead
00056931,Poplar -Black,3,2,5,Juvenile,Good
00056932,Laurustinus,,,,,Good
00056934,Sycamore - Brillianissiumum,2.5,1,5,Juvenile,Good
00056936,Red Robin,2,1.5,4,Juvenile,Good
00056937,Red Robin,2,1.5,4,Juvenile,Good
00056938,Maple - Red,3,2,4,Juvenile,Poor
00056939,Golden Rain Tree,3,1.5,4,Juvenile,Good
00056943,Apple,8,5,14,Middle aged,Good
00056944,Apple,2,1,4,Juvenile,Good
00056951,Maple - Snakebark,2,1,4,Juvenile,Good
00056952,Fig,5,4,12,Juvenile,Good
00056953,Elder,0,0,0,Not Applicable,Not applicable
00056956,False Acacia,21,5,0,Mature,Fair
00056959,London plane,3,2,4,Juvenile,Good
00056960,London plane,3,2,5,Juvenile,Good
00056961,London plane,3,2,5,Juvenile,Good
00056962,London plane,3,2,5,Juvenile,Good
00056963,Peanut Butter Tree,2.5,1.5,4,Juvenile,Good
00056964,Peanut Butter Tree,2,1,4,Juvenile,Good
00056965,Maple - Red,2.5,1.5,5,Juvenile,Good
00056966,Sycamore,6,4,10,Juvenile,Good
00056967,Willow - Goat,6,4,15,Middle aged,Fair
00056968,Holly,9,2,12,Juvenile,Fair
00056969,Ash,6,3,12,Juvenile,Good
00056973,Birch - River,3,1.5,4,Juvenile,Good
00056975,Birch - Monarch,3,1,4,Juvenile,Good
00056976,Birch - River,3,1,4,Juvenile,Good
00056977,"Birch - Downy, Hairy",3,1,4,Juvenile,Good
00056978,Beech - Antarctic,2,1,4,Juvenile,Good
00056979,Redbud - Eastern,0,0,0,Not Applicable,Not applicable
00056980,June Berry,0,0,0,Not Applicable,Not applicable
00056981,Buckeye - Yellow,3,2,5,Juvenile,Good
00056982,Horse chestnut - Indian,3,2,5,Juvenile,Dead
00056983,Birch - Silver,3,1.5,4,Juvenile,Good
00056985,Hornbeam,2,1.5,5,Juvenile,Good
00056986,Oak - Upright Engish,2,1.5,4,Juvenile,Good
00056987,False Acacia,6,4,7,Juvenile,Fair
00056989,Hawthorn,4,3,12,Juvenile,Fair
00056990,Hawthorn,4,3,12,Juvenile,Fair
00056994,Pine - Corsican,2,1.5,5,Juvenile,Good
00056995,Larch - European,2,1,4,Juvenile,Good
00056997,Cedar - Western Red,2.5,2,5,Juvenile,Good
00056998,Hawthorn,3,1.5,4,Juvenile,Good
00056999,Red Robin,2,1,4,Juvenile,Good
00057002,Maidenhair tree,2,1.5,5,Juvenile,Good
00057003,Maidenhair tree,2,1.5,4,Juvenile,Good
00057004,Ash,14,5,0,Not Applicable,Not applicable
00057006,"Rowan, Mountain Ash",6,3,6,Juvenile,Good
00057009,Judas Tree,6,4,10,Juvenile,Good
00057010,"Birch - Downy, Hairy",0,0,0,Not Applicable,Not applicable
00057011,Pine - Scots,2,1.5,4,Juvenile,Good
00057013,Maple - Field,5,4,10,Juvenile,Good
00057015,Sweet Gum,3,2,5,Juvenile,Good
00057016,Willow - Corkscrew,10,6,20,Mature,Good
00057018,Whitebeam,3,1,3,Juvenile,Good
00057021,"Rowan, Mountain Ash",3,3,5,Juvenile,Fair
00057023,Yellowwood,3,1.5,5,Juvenile,Good
00057024,Larch - European,2,1,4,Juvenile,Good
00057025,Larch - European,2,1,4,Juvenile,Good
00057026,Hazel - Turkish,2,1.5,5,Juvenile,Good
00057027,Hazel - Turkish,2,1.5,5,Juvenile,Good
00057028,Sycamore,0,0,0,Not Applicable,Not applicable
00057031,Alder - Italian,12,6,17,Juvenile,Good
00057040,Redbud - Eastern,2,1.5,4,Juvenile,Good
00057050,June Berry,3,1.5,4,Juvenile,Good
00057051,Cherry - Rosebud,3,1.5,4,Juvenile,Good
00057054,Lime - Henry's,2,1.5,4,Juvenile,Good
00057055,Lime - Large-leaved,4,1,4,Juvenile,Good
00057056,Birch - Cut-leaved,3,1,4,Juvenile,Good
00057057,Birch - Silver,3,1,4,Juvenile,Good
00057058,Redbud - Eastern,2,1.5,5,Juvenile,Good
00057059,Sycamore - Brillianissiumum,2,1.5,5,Juvenile,Good
00057060,Maple - Norway,3,1,3,Juvenile,Good
00057062,Persian Ironwood,3,1,4,Juvenile,Fair
00057063,Birch - Silver,5,1,4,Juvenile,Dead
00057064,Persian Ironwood,3,1.5,4,Juvenile,Good
00057065,Golden Rain Tree,3,2,4,Juvenile,Good
00057066,Hornbeam - Hop,3,2,4,Juvenile,Good
00057067,Golden Rain Tree,3,1.5,5,Juvenile,Good
00057068,Lime - Henry's,2,1,4,Juvenile,Good
00057069,June Berry,2,1,5,Juvenile,Good
00057070,Maidenhair tree,3,1,4,Juvenile,Good
00057071,Crape myrtle,2,1.5,5,Juvenile,Good
00057072,June berry - Upright,3,1.5,4,Juvenile,Good
00057073,Dogwood,3,1.5,4,Juvenile,Good
00057074,Dogwood,2.5,1.5,4,Juvenile,Good
00057075,Redbud - Eastern,3,1.5,4,Juvenile,Good
00057076,London plane,3,2,5,Juvenile,Dead
00057077,Hornbeam - Hop,3,2,5,Juvenile,Good
00057078,Golden Rain Tree,3,2,4,Juvenile,Good
00057080,Hornbeam,2.5,2,4,Juvenile,Good
00057081,Hornbeam,3,2,4,Juvenile,Good
00057082,Hornbeam,3,2,4,Juvenile,Good
00057083,Hornbeam,3,2,4,Juvenile,Good
00057084,Hornbeam,3,2,4,Juvenile,Good
00057085,Hornbeam,3,2,4,Juvenile,Good
00057086,Hornbeam,3,2,4,Juvenile,Good
00057087,Hornbeam,3,2,4,Juvenile,Good
00057088,Hornbeam,3,2,4,Juvenile,Good
00057089,Hornbeam,3,2,4,Juvenile,Good
00057090,Hornbeam,3,2,4,Juvenile,Good
00057091,Hornbeam,3,2,4,Juvenile,Good
00057092,Sweet Gum,2.5,2,5,Juvenile,Fair
00057093,Hornbeam,2.5,1.5,5,Juvenile,Good
00057094,Apple - Crab,3,2,4,Juvenile,Good
00057095,Maidenhair tree,2.5,1,4,Juvenile,Good
00057096,Tulip Tree,3,2,5,Juvenile,Good
00057098,Magnolia - Kobus,0,0,0,Not Applicable,Not applicable
00057099,June Berry,2,1.5,4,Juvenile,Good
00057100,Maple - Field,2,1.5,4,Juvenile,Good
00057101,Maple - Field,2,1,4,Juvenile,Good
00057102,June Berry,2.5,1.5,4,Juvenile,Good
00057103,Persian Ironwood,3,1.5,4,Juvenile,Good
00057104,Red Robin,2,1.5,4,Juvenile,Good
00057106,Poplar - Silver,4,2,3,Juvenile,Good
00057108,Dogwood,0,0,0,Not Applicable,Not applicable
00057109,Weeping silver birch,5,1,6,Juvenile,Good
00057110,Hornbeam - European,3,2,5,Juvenile,Good
00057112,Elm,5,2,6,Juvenile,Good
00057113,Hornbeam - Hop,4,1,4,Juvenile,Good
00057114,Maidenhair tree,2,1.5,4,Juvenile,Good
00057115,Maidenhair tree,2,1.5,4,Juvenile,Good
00057116,Lime - Common,2,1,4,Juvenile,Good
00057117,Lime - Common,2,1,4,Juvenile,Good
00057118,Lime - Common,2,1,4,Juvenile,Good
00057119,Tupelo,0,0,0,Not Applicable,Not applicable
00057120,Magnolia,2,1,4,Juvenile,Good
00057121,Sweet Gum,3,2,5,Juvenile,Good
00057122,Sweet Gum,3,2,5,Juvenile,Good
00057123,Japanese zelkova,3,2,5,Juvenile,Good
00057124,Sweet Gum,3,2,5,Juvenile,Good
00057125,Sweet Gum,3,2,5,Juvenile,Good
00057126,Japanese zelkova,3,2,5,Juvenile,Good
00057127,Sweet Gum,3,2,5,Juvenile,Good
00057128,Japanese zelkova,3,2,5,Juvenile,Good
00057129,Japanese zelkova,3,2,5,Juvenile,Good
00057130,Sweet Gum,3,2,5,Juvenile,Good
00057131,Sweet Gum,3,2,5,Juvenile,Good
00057132,Sweet Gum,3,2,5,Juvenile,Good
00057133,Japanese zelkova,3,2,5,Juvenile,Good
00057134,Japanese zelkova,3,2,5,Juvenile,Good
00057136,Hornbeam,3,2,4,Juvenile,Good
00057137,Apple - Crab,2,15,4,Juvenile,Good
00057138,Cherry,5,3,10,Not Applicable,Fair
00057141,Hazel - Witch,2,1,4,Juvenile,Good
00057143,Strawberry tree,2,1.5,4,Juvenile,Good
00057153,London plane,3,1.5,5,Juvenile,Good
00057154,London plane,3,1.5,5,Juvenile,Good
00057155,London plane,3,2,4,Juvenile,Good
00057156,Birch - Silver,3,2,4,Juvenile,Dead
00057173,Crape myrtle,0,0,0,Not Applicable,Not applicable
00057177,Ash,3,0,0,Not Applicable,Not applicable
00057187,Hornbeam - European,0,0,0,Not Applicable,Not applicable
00057188,Hawthorn,3,1.5,4,Juvenile,Good
00057189,Maple - Japanese,3,2,5,Juvenile,Good
00057190,June berry,3,1,4,Juvenile,Good
00057191,Vacant Tree Pit,,,,,
00057192,Hornbeam - European,4,1,4,Not Applicable,Good
00057193,Hornbeam - European,4,1,5,Juvenile,Good
00057194,Ash,6,0,0,Not Applicable,Not applicable
00057195,Cherry,4,0,0,Not Applicable,Not applicable
00057196,Ash,0,0,0,Not Applicable,Not applicable
00057198,Golden Rain Tree,3,2,5,Juvenile,Good
00057199,June berry,3,1.5,4,Juvenile,Good
00057200,Maidenhair tree,3,1,4,Juvenile,Good
00057203,Maple - Red,4,2,6,Juvenile,Good
00057204,Red Robin,0,0,0,Not Applicable,Not applicable
00057205,Magnolia,3,4,10,Not Applicable,Not applicable
00057209,Birch - Silver,3,2,5,Juvenile,Good
00057210,Sweetgum,2.5,2,4,Juvenile,Good
00057211,Maidenhair tree,3,2,5,Juvenile,Good
00057212,Maidenhair tree,3,1.5,5,Juvenile,Good
00057213,Hornbeam,2.5,1.5,4,Juvenile,Good
00057214,Sycamore,6,2,10,Not Applicable,Not applicable
00057215,Hazel - Common,3,2,0,Not Applicable,Not applicable
00057216,Butterfly bush,3,3,10,Not Applicable,Not applicable
00057217,Zelkova - Japanese,3,2,5,Juvenile,Good
00057218,Hornbeam,3,1.5,5,Juvenile,Good
00057219,Maidenhair tree,3,1.5,5,Juvenile,Good
00057220,Serviceberry,2,1.5,5,Juvenile,Poor
00057221,Alder - Blue,2.5,1.5,5,Juvenile,Good
00057222,Elm,5,1.5,5,Juvenile,Good
00057223,Sweet Gum,2.5,1.5,5,Juvenile,Good
00057224,Sweet Gum,2.5,1.5,5,Juvenile,Good
00057225,Vacant Tree Pit,,,,,
00057226,Hornbeam,3,2,4,Juvenile,Good
00057227,Serviceberry,2,1.5,5,Juvenile,Good
00057228,Dogwood,2,1.5,4,Juvenile,Good
00057229,Apple - Crab,2,1,4,Juvenile,Good
00057230,Serviceberry,2,1,4,Juvenile,Good
00057231,Peanut Butter Tree,0,0,0,Not Applicable,Not applicable
00057232,Peanut Butter Tree,3,1.5,4,Juvenile,Good
00057233,Tulip Tree,3,2,4,Juvenile,Good
00057234,Tulip Tree,3,2,5,Juvenile,Good
00057235,Dogwood,2,1.5,5,Juvenile,Good
00057236,Apple - Crab,2,1.5,4,Juvenile,Good
00057237,Redbud - Eastern,3,1.5,4,Juvenile,Fair
00057238,Hornbeam - European,2,1.5,5,Juvenile,Good
00057239,Maple - Norway,2.5,1.5,4,Juvenile,Good
00057240,Sweetgum,2,1.5,4,Juvenile,Good
00057241,Serviceberry,3,1.5,4,Juvenile,Good
00057242,Maple - Norway,3,1.5,5,Juvenile,Good
00057243,Maple - Field,3,2,5,Juvenile,Good
00057244,Peanut Butter Tree,2,2,4,Juvenile,Good
00057245,Hornbeam,3,2,4,Juvenile,Good
00057246,Birch - Cut-leaved,3,1,4,Juvenile,Good
00057247,Elm,3,1.5,4,Juvenile,Good
00057248,Hornbeam - Hop,2.5,1.5,4,Juvenile,Good
00057249,Maple - Norway,3,2,5,Juvenile,Good
00057250,Maple - Norway,3,2,5,Juvenile,Good
00057251,Birch - Cut-leaved,3,1.5,4,Juvenile,Good
00057258,Cherry,0,0,0,Not Applicable,Not applicable
00057261,Bay tree,2,0,0,Not Applicable,Not applicable
00057262,Redbud - Eastern,0,0,0,Not Applicable,Not applicable
00057263,Dogwood,0,0,0,Not Applicable,Not applicable
00057269,Persian Ironwood,2.5,2,4,Juvenile,Good
00057274,Birch - Chinese Red,3,1.5,4,Juvenile,Good
00057275,June Berry,2.5,1.5,4,Juvenile,Good
00057276,Birch - Chinese Red,3,1.5,4,Juvenile,Good
00057277,June Berry,2.5,1.5,4,Juvenile,Good
00057278,Birch - Chinese Red,3,1.5,5,Juvenile,Good
00057279,June Berry,2.5,1.5,4,Juvenile,Good
00057280,Birch - Chinese Red,3,1.5,5,Juvenile,Good
00057281,Sweet Gum,3,2,4,Juvenile,Good
00057282,Hornbeam,2.5,1.5,4,Juvenile,Good
00057283,Sweet Gum,3,2,5,Juvenile,Good
00057295,Ash,12,3,29,Not Applicable,Not applicable
00057297,June Berry,0,0,0,Not Applicable,Not applicable
00057299,Pear - Chanticclere,0,0,0,Not Applicable,Not applicable
00057300,Birch - Silver,0,0,0,Not Applicable,Not applicable
00057301,Birch - Silver,0,0,0,Not Applicable,Not applicable
00057302,Birch - Silver,0,0,0,Not Applicable,Not applicable
00057303,Birch - Silver,0,0,0,Not Applicable,Not applicable
00057304,Birch - Silver,0,0,0,Not Applicable,Not applicable
00057305,Birch - Silver,0,0,0,Not Applicable,Not applicable
00057306,Birch - Silver,0,0,0,Not Applicable,Not applicable
00057307,Laurel - Portugese,0,0,0,Mature,Not applicable
00057308,Cherry - Bird,4,1,7,Juvenile,Good
00057309,Cherry - Bird,4,2,6,Juvenile,Good
00057310,Cherry - Bird,4,2,7,Juvenile,Good
00057311,Cherry - Bird,4,2,7,Juvenile,Good
00057312,Apple,3,1,4,Juvenile,Good
00057313,Apple,4,1,4,Juvenile,Good
00057316,"Oak - Evergreen, Holm",0,0,0,Not Applicable,Not applicable
00057327,Hawthorn,0,0,0,Not Applicable,Not applicable
00057334,Sycamore,15,6,35,Mature,Fair
00057335,Larch - European,0,0,0,Not Applicable,Not applicable
00057336,Pine - Bhutan,0,0,0,Not Applicable,Not applicable
00057337,Vacant Tree Pit,,,,,
00057338,Alder - Blue,3,2,5,Juvenile,Good
00057343,Maidenhair tree,2,1,4,Juvenile,Good
00057344,Persian Ironwood,2,1.5,4,Juvenile,Dead
00057345,Persian Ironwood,2,1.5,4,Juvenile,Good
00057346,Lime - Henry's,3,1.5,4,Juvenile,Good
00057347,Maidenhair tree,3,2,5,Juvenile,Good
00057348,Maple - Lebanese wild,0,0,0,Not Applicable,Not applicable
00057349,Pecan,3,1.5,5,Juvenile,Good
00057382,Hornbeam,3,2.5,7,Juvenile,Good
00057383,Hornbeam,3,2.5,7,Juvenile,Good
00057384,Hornbeam,3,2.5,7,Juvenile,Good
00057385,Hornbeam,3,2.5,7,Juvenile,Good
00057387,Hornbeam,3,2,7,Juvenile,Good
00057388,Hornbeam,3,2,7,Juvenile,Good
00057389,Larch - European,3,1.5,4,Juvenile,Good
00057390,Larch - European,3,2,4,Juvenile,Good
00057391,Birch - Silver,3,2,4,Juvenile,Good
